entry_id,entry_date,period,account_code,account_name,entry_type,debit,credit,description,source_doc,customer_id,posted_by,notes
GL-000184,2026-01-11,2026-01,4000,Revenue – Product Sales,Invoice,0,68609.89,Revenue recognition INV-00093,INV-00093,CUST-039,arogers,
GL-000185,2026-01-03,2026-01,1200,Accounts Receivable,Invoice,69340.89,0,Invoice INV-00094 – CUST-039,INV-00094,CUST-039,jsmith,
GL-000186,2026-01-03,2026-01,4000,Revenue – Product Sales,Invoice,0,69340.89,Revenue recognition INV-00094,INV-00094,CUST-039,kchan,
GL-000187,2026-01-25,2026-01,1200,Accounts Receivable,Invoice,116082.06,0,Invoice INV-00095 – CUST-040,INV-00095,CUST-040,kchan,
GL-000188,2026-01-25,2026-01,4000,Revenue – Product Sales,Invoice,0,116082.06,Revenue recognition INV-00095,INV-00095,CUST-040,kchan,
GL-000189,2026-01-05,2026-01,1200,Accounts Receivable,Invoice,42214.3,0,Invoice INV-00096 – CUST-041,INV-00096,CUST-041,kchan,
GL-000190,2026-01-05,2026-01,4000,Revenue – Product Sales,Invoice,0,42214.3,Revenue recognition INV-00096,INV-00096,CUST-041,jsmith,
GL-000191,2026-01-06,2026-01,1200,Accounts Receivable,Invoice,56201.98,0,Invoice INV-00097 – CUST-042,INV-00097,CUST-042,tbrown,
GL-000192,2026-01-06,2026-01,4000,Revenue – Product Sales,Invoice,0,56201.98,Revenue recognition INV-00097,INV-00097,CUST-042,tbrown,
GL-000193,2026-01-04,2026-01,1200,Accounts Receivable,Invoice,41082.49,0,Invoice INV-00098 – CUST-043,INV-00098,CUST-043,kchan,
GL-000194,2026-01-04,2026-01,4000,Revenue – Product Sales,Invoice,0,41082.49,Revenue recognition INV-00098,INV-00098,CUST-043,jsmith,
GL-000195,2026-01-23,2026-01,1200,Accounts Receivable,Invoice,195836.07,0,Invoice INV-00099 – CUST-044,INV-00099,CUST-044,mlopez,
GL-000196,2026-01-23,2026-01,4000,Revenue – Product Sales,Invoice,0,195836.07,Revenue recognition INV-00099,INV-00099,CUST-044,jsmith,
GL-000197,2026-01-23,2026-01,1200,Accounts Receivable,Invoice,249016.64,0,Invoice INV-00100 – CUST-044,INV-00100,CUST-044,arogers,
GL-000198,2026-01-23,2026-01,4000,Revenue – Product Sales,Invoice,0,249016.64,Revenue recognition INV-00100,INV-00100,CUST-044,mlopez,
GL-000199,2026-01-14,2026-01,1200,Accounts Receivable,Invoice,83878.08,0,Invoice INV-00101 – CUST-045,INV-00101,CUST-045,tbrown,
GL-000200,2026-01-14,2026-01,4000,Revenue – Product Sales,Invoice,0,83878.08,Revenue recognition INV-00101,INV-00101,CUST-045,tbrown,
GL-000201,2026-01-14,2026-01,1200,Accounts Receivable,Invoice,119217.52,0,Invoice INV-00102 – CUST-045,INV-00102,CUST-045,jsmith,
GL-000202,2026-01-14,2026-01,4000,Revenue – Product Sales,Invoice,0,119217.52,Revenue recognition INV-00102,INV-00102,CUST-045,tbrown,
GL-000203,2026-01-15,2026-01,1200,Accounts Receivable,Invoice,173880.1,0,Invoice INV-00103 – CUST-045,INV-00103,CUST-045,jsmith,
GL-000204,2026-01-15,2026-01,4000,Revenue – Product Sales,Invoice,0,173880.1,Revenue recognition INV-00103,INV-00103,CUST-045,jsmith,
GL-000205,2026-01-09,2026-01,1200,Accounts Receivable,Invoice,32871.41,0,Invoice INV-00104 – CUST-045,INV-00104,CUST-045,jsmith,
GL-000206,2026-01-09,2026-01,4000,Revenue – Product Sales,Invoice,0,32871.41,Revenue recognition INV-00104,INV-00104,CUST-045,jsmith,
GL-000207,2026-01-24,2026-01,1200,Accounts Receivable,Invoice,3147.75,0,Invoice INV-00105 – CUST-045,INV-00105,CUST-045,jsmith,
GL-000208,2026-01-24,2026-01,4000,Revenue – Product Sales,Invoice,0,3147.75,Revenue recognition INV-00105,INV-00105,CUST-045,arogers,
GL-000209,2026-01-15,2026-01,1200,Accounts Receivable,Invoice,55274.73,0,Invoice INV-00106 – CUST-046,INV-00106,CUST-046,arogers,
GL-000210,2026-01-15,2026-01,4000,Revenue – Product Sales,Invoice,0,55274.73,Revenue recognition INV-00106,INV-00106,CUST-046,arogers,
GL-000211,2026-01-28,2026-01,1200,Accounts Receivable,Invoice,65316.6,0,Invoice INV-00107 – CUST-047,INV-00107,CUST-047,jsmith,
GL-000212,2026-01-28,2026-01,4000,Revenue – Product Sales,Invoice,0,65316.6,Revenue recognition INV-00107,INV-00107,CUST-047,tbrown,
GL-000213,2026-01-29,2026-01,1200,Accounts Receivable,Invoice,88657.62,0,Invoice INV-00108 – CUST-048,INV-00108,CUST-048,mlopez,
GL-000214,2026-01-29,2026-01,4000,Revenue – Product Sales,Invoice,0,88657.62,Revenue recognition INV-00108,INV-00108,CUST-048,arogers,
GL-000215,2026-01-03,2026-01,1200,Accounts Receivable,Invoice,173963.39,0,Invoice INV-00109 – CUST-048,INV-00109,CUST-048,kchan,
GL-000216,2026-01-03,2026-01,4000,Revenue – Product Sales,Invoice,0,173963.39,Revenue recognition INV-00109,INV-00109,CUST-048,kchan,
GL-000217,2026-01-16,2026-01,1200,Accounts Receivable,Invoice,246050.07,0,Invoice INV-00110 – CUST-049,INV-00110,CUST-049,jsmith,
GL-000218,2026-01-16,2026-01,4000,Revenue – Product Sales,Invoice,0,246050.07,Revenue recognition INV-00110,INV-00110,CUST-049,mlopez,
GL-000219,2026-01-19,2026-01,1200,Accounts Receivable,Invoice,93748.94,0,Invoice INV-00111 – CUST-050,INV-00111,CUST-050,arogers,
GL-000220,2026-01-19,2026-01,4000,Revenue – Product Sales,Invoice,0,93748.94,Revenue recognition INV-00111,INV-00111,CUST-050,jsmith,
GL-000221,2026-01-23,2026-01,1200,Accounts Receivable,Invoice,106131.37,0,Invoice INV-00112 – CUST-051,INV-00112,CUST-051,tbrown,
GL-000222,2026-01-23,2026-01,4000,Revenue – Product Sales,Invoice,0,106131.37,Revenue recognition INV-00112,INV-00112,CUST-051,mlopez,
GL-000223,2026-01-04,2026-01,1200,Accounts Receivable,Invoice,93297.57,0,Invoice INV-00113 – CUST-052,INV-00113,CUST-052,tbrown,
GL-000224,2026-01-04,2026-01,4000,Revenue – Product Sales,Invoice,0,93297.57,Revenue recognition INV-00113,INV-00113,CUST-052,tbrown,
GL-000225,2026-01-25,2026-01,1200,Accounts Receivable,Invoice,59873.88,0,Invoice INV-00114 – CUST-053,INV-00114,CUST-053,kchan,
GL-000226,2026-01-25,2026-01,4000,Revenue – Product Sales,Invoice,0,59873.88,Revenue recognition INV-00114,INV-00114,CUST-053,arogers,
GL-000227,2026-01-12,2026-01,1200,Accounts Receivable,Invoice,37014.34,0,Invoice INV-00115 – CUST-054,INV-00115,CUST-054,jsmith,
GL-000228,2026-01-12,2026-01,4000,Revenue – Product Sales,Invoice,0,37014.34,Revenue recognition INV-00115,INV-00115,CUST-054,tbrown,
GL-000229,2026-01-02,2026-01,1200,Accounts Receivable,Invoice,19685.78,0,Invoice INV-00116 – CUST-055,INV-00116,CUST-055,tbrown,
GL-000230,2026-01-02,2026-01,4000,Revenue – Product Sales,Invoice,0,19685.78,Revenue recognition INV-00116,INV-00116,CUST-055,jsmith,
GL-000231,2026-01-01,2026-01,1200,Accounts Receivable,Invoice,40728.46,0,Invoice INV-00117 – CUST-056,INV-00117,CUST-056,mlopez,
GL-000232,2026-01-01,2026-01,4000,Revenue – Product Sales,Invoice,0,40728.46,Revenue recognition INV-00117,INV-00117,CUST-056,jsmith,
GL-000233,2026-01-09,2026-01,1200,Accounts Receivable,Invoice,13011.67,0,Invoice INV-00118 – CUST-057,INV-00118,CUST-057,jsmith,
GL-000234,2026-01-09,2026-01,4000,Revenue – Product Sales,Invoice,0,13011.67,Revenue recognition INV-00118,INV-00118,CUST-057,arogers,
GL-000235,2026-01-22,2026-01,1200,Accounts Receivable,Invoice,4072.6,0,Invoice INV-00119 – CUST-058,INV-00119,CUST-058,kchan,
GL-000236,2026-01-22,2026-01,4000,Revenue – Product Sales,Invoice,0,4072.6,Revenue recognition INV-00119,INV-00119,CUST-058,tbrown,
GL-000237,2026-01-04,2026-01,1200,Accounts Receivable,Invoice,7465.12,0,Invoice INV-00120 – CUST-059,INV-00120,CUST-059,kchan,
GL-000238,2026-01-04,2026-01,4000,Revenue – Product Sales,Invoice,0,7465.12,Revenue recognition INV-00120,INV-00120,CUST-059,mlopez,
GL-000239,2026-01-13,2026-01,1200,Accounts Receivable,Invoice,27662.52,0,Invoice INV-00121 – CUST-060,INV-00121,CUST-060,tbrown,
GL-000240,2026-01-13,2026-01,4000,Revenue – Product Sales,Invoice,0,27662.52,Revenue recognition INV-00121,INV-00121,CUST-060,kchan,
GL-000241,2026-02-02,2026-02,1200,Accounts Receivable,Invoice,250117.77,0,Invoice INV-00122 – CUST-001,INV-00122,CUST-001,mlopez,
GL-000242,2026-02-02,2026-02,4000,Revenue – Product Sales,Invoice,0,250117.77,Revenue recognition INV-00122,INV-00122,CUST-001,arogers,
GL-000243,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,293258.39,0,Invoice INV-00123 – CUST-001,INV-00123,CUST-001,mlopez,
GL-000244,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,293258.39,Revenue recognition INV-00123,INV-00123,CUST-001,kchan,
GL-000245,2026-02-15,2026-02,1200,Accounts Receivable,Invoice,302804.89,0,Invoice INV-00124 – CUST-002,INV-00124,CUST-002,jsmith,
GL-000246,2026-02-15,2026-02,4000,Revenue – Product Sales,Invoice,0,302804.89,Revenue recognition INV-00124,INV-00124,CUST-002,tbrown,
GL-000247,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,262447.08,0,Invoice INV-00125 – CUST-002,INV-00125,CUST-002,arogers,
GL-000248,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,262447.08,Revenue recognition INV-00125,INV-00125,CUST-002,kchan,
GL-000249,2026-02-21,2026-02,1200,Accounts Receivable,Invoice,283453.69,0,Invoice INV-00126 – CUST-002,INV-00126,CUST-002,arogers,
GL-000250,2026-02-21,2026-02,4000,Revenue – Product Sales,Invoice,0,283453.69,Revenue recognition INV-00126,INV-00126,CUST-002,mlopez,
GL-000251,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,141135.47,0,Invoice INV-00127 – CUST-002,INV-00127,CUST-002,kchan,
GL-000252,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,141135.47,Revenue recognition INV-00127,INV-00127,CUST-002,jsmith,
GL-000253,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,29650.24,0,Invoice INV-00128 – CUST-002,INV-00128,CUST-002,jsmith,
GL-000254,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,29650.24,Revenue recognition INV-00128,INV-00128,CUST-002,jsmith,
GL-000255,2026-02-23,2026-02,1200,Accounts Receivable,Invoice,70334.32,0,Invoice INV-00129 – CUST-002,INV-00129,CUST-002,jsmith,
GL-000256,2026-02-23,2026-02,4000,Revenue – Product Sales,Invoice,0,70334.32,Revenue recognition INV-00129,INV-00129,CUST-002,tbrown,
GL-000257,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,16675.0,0,Invoice INV-00130 – CUST-002,INV-00130,CUST-002,arogers,
GL-000258,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,16675.0,Revenue recognition INV-00130,INV-00130,CUST-002,kchan,
GL-000259,2026-02-01,2026-02,1200,Accounts Receivable,Invoice,852079.52,0,Invoice INV-00131 – CUST-003,INV-00131,CUST-003,jsmith,
GL-000260,2026-02-01,2026-02,4000,Revenue – Product Sales,Invoice,0,852079.52,Revenue recognition INV-00131,INV-00131,CUST-003,tbrown,
GL-000261,2026-02-15,2026-02,1200,Accounts Receivable,Invoice,595602.17,0,Invoice INV-00132 – CUST-004,INV-00132,CUST-004,jsmith,
GL-000262,2026-02-15,2026-02,4000,Revenue – Product Sales,Invoice,0,595602.17,Revenue recognition INV-00132,INV-00132,CUST-004,jsmith,
GL-000263,2026-02-16,2026-02,1200,Accounts Receivable,Invoice,438629.3,0,Invoice INV-00133 – CUST-004,INV-00133,CUST-004,mlopez,
GL-000264,2026-02-16,2026-02,4000,Revenue – Product Sales,Invoice,0,438629.3,Revenue recognition INV-00133,INV-00133,CUST-004,kchan,
GL-000265,2026-02-06,2026-02,1200,Accounts Receivable,Invoice,2639.53,0,Invoice INV-00134 – CUST-004,INV-00134,CUST-004,arogers,
GL-000266,2026-02-06,2026-02,4000,Revenue – Product Sales,Invoice,0,2639.53,Revenue recognition INV-00134,INV-00134,CUST-004,mlopez,
GL-000267,2026-02-13,2026-02,1200,Accounts Receivable,Invoice,473.4,0,Invoice INV-00135 – CUST-004,INV-00135,CUST-004,mlopez,
GL-000268,2026-02-13,2026-02,4000,Revenue – Product Sales,Invoice,0,473.4,Revenue recognition INV-00135,INV-00135,CUST-004,arogers,
GL-000269,2026-02-25,2026-02,1200,Accounts Receivable,Invoice,253611.65,0,Invoice INV-00136 – CUST-005,INV-00136,CUST-005,jsmith,
GL-000270,2026-02-25,2026-02,4000,Revenue – Product Sales,Invoice,0,253611.65,Revenue recognition INV-00136,INV-00136,CUST-005,jsmith,
GL-000271,2026-02-07,2026-02,1200,Accounts Receivable,Invoice,270894.21,0,Invoice INV-00137 – CUST-005,INV-00137,CUST-005,kchan,
GL-000272,2026-02-07,2026-02,4000,Revenue – Product Sales,Invoice,0,270894.21,Revenue recognition INV-00137,INV-00137,CUST-005,jsmith,
GL-000273,2026-02-25,2026-02,1200,Accounts Receivable,Invoice,19014.34,0,Invoice INV-00138 – CUST-005,INV-00138,CUST-005,mlopez,
GL-000274,2026-02-25,2026-02,4000,Revenue – Product Sales,Invoice,0,19014.34,Revenue recognition INV-00138,INV-00138,CUST-005,mlopez,
GL-000275,2026-02-15,2026-02,1200,Accounts Receivable,Invoice,9730.15,0,Invoice INV-00139 – CUST-005,INV-00139,CUST-005,mlopez,
GL-000276,2026-02-15,2026-02,4000,Revenue – Product Sales,Invoice,0,9730.15,Revenue recognition INV-00139,INV-00139,CUST-005,arogers,
GL-000277,2026-02-06,2026-02,1200,Accounts Receivable,Invoice,571095.5,0,Invoice INV-00140 – CUST-006,INV-00140,CUST-006,jsmith,
GL-000278,2026-02-06,2026-02,4000,Revenue – Product Sales,Invoice,0,571095.5,Revenue recognition INV-00140,INV-00140,CUST-006,jsmith,
GL-000279,2026-02-27,2026-02,1200,Accounts Receivable,Invoice,46165.12,0,Invoice INV-00141 – CUST-006,INV-00141,CUST-006,jsmith,
GL-000280,2026-02-27,2026-02,4000,Revenue – Product Sales,Invoice,0,46165.12,Revenue recognition INV-00141,INV-00141,CUST-006,jsmith,
GL-000281,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,348107.76,0,Invoice INV-00142 – CUST-007,INV-00142,CUST-007,kchan,
GL-000282,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,348107.76,Revenue recognition INV-00142,INV-00142,CUST-007,kchan,
GL-000283,2026-02-08,2026-02,1200,Accounts Receivable,Invoice,87024.65,0,Invoice INV-00143 – CUST-007,INV-00143,CUST-007,mlopez,
GL-000284,2026-02-08,2026-02,4000,Revenue – Product Sales,Invoice,0,87024.65,Revenue recognition INV-00143,INV-00143,CUST-007,mlopez,
GL-000285,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,316334.55,0,Invoice INV-00144 – CUST-008,INV-00144,CUST-008,arogers,
GL-000286,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,316334.55,Revenue recognition INV-00144,INV-00144,CUST-008,tbrown,
GL-000287,2026-02-26,2026-02,1200,Accounts Receivable,Invoice,70917.75,0,Invoice INV-00145 – CUST-008,INV-00145,CUST-008,mlopez,
GL-000288,2026-02-26,2026-02,4000,Revenue – Product Sales,Invoice,0,70917.75,Revenue recognition INV-00145,INV-00145,CUST-008,jsmith,
GL-000289,2026-02-19,2026-02,1200,Accounts Receivable,Invoice,138449.25,0,Invoice INV-00146 – CUST-009,INV-00146,CUST-009,mlopez,
GL-000290,2026-02-19,2026-02,4000,Revenue – Product Sales,Invoice,0,138449.25,Revenue recognition INV-00146,INV-00146,CUST-009,mlopez,
GL-000291,2026-02-18,2026-02,1200,Accounts Receivable,Invoice,197256.2,0,Invoice INV-00147 – CUST-009,INV-00147,CUST-009,kchan,
GL-000292,2026-02-18,2026-02,4000,Revenue – Product Sales,Invoice,0,197256.2,Revenue recognition INV-00147,INV-00147,CUST-009,jsmith,
GL-000293,2026-02-23,2026-02,1200,Accounts Receivable,Invoice,8939.2,0,Invoice INV-00148 – CUST-009,INV-00148,CUST-009,arogers,
GL-000294,2026-02-23,2026-02,4000,Revenue – Product Sales,Invoice,0,8939.2,Revenue recognition INV-00148,INV-00148,CUST-009,arogers,
GL-000295,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,1136.82,0,Invoice INV-00149 – CUST-009,INV-00149,CUST-009,arogers,
GL-000296,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,1136.82,Revenue recognition INV-00149,INV-00149,CUST-009,mlopez,
GL-000297,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,516620.31,0,Invoice INV-00150 – CUST-010,INV-00150,CUST-010,arogers,
GL-000298,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,516620.31,Revenue recognition INV-00150,INV-00150,CUST-010,arogers,
GL-000299,2026-02-28,2026-02,1200,Accounts Receivable,Invoice,1044792.45,0,Invoice INV-00151 – CUST-011,INV-00151,CUST-011,arogers,
GL-000300,2026-02-28,2026-02,4000,Revenue – Product Sales,Invoice,0,1044792.45,Revenue recognition INV-00151,INV-00151,CUST-011,kchan,
GL-000301,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,213305.51,0,Invoice INV-00152 – CUST-011,INV-00152,CUST-011,jsmith,
GL-000302,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,213305.51,Revenue recognition INV-00152,INV-00152,CUST-011,kchan,
GL-000303,2026-02-23,2026-02,1200,Accounts Receivable,Invoice,52225.32,0,Invoice INV-00153 – CUST-011,INV-00153,CUST-011,jsmith,
GL-000304,2026-02-23,2026-02,4000,Revenue – Product Sales,Invoice,0,52225.32,Revenue recognition INV-00153,INV-00153,CUST-011,kchan,
GL-000305,2026-02-11,2026-02,1200,Accounts Receivable,Invoice,65222.4,0,Invoice INV-00154 – CUST-011,INV-00154,CUST-011,jsmith,
GL-000306,2026-02-11,2026-02,4000,Revenue – Product Sales,Invoice,0,65222.4,Revenue recognition INV-00154,INV-00154,CUST-011,arogers,
GL-000307,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,7580.18,0,Invoice INV-00155 – CUST-011,INV-00155,CUST-011,tbrown,
GL-000308,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,7580.18,Revenue recognition INV-00155,INV-00155,CUST-011,arogers,
GL-000309,2026-02-23,2026-02,1200,Accounts Receivable,Invoice,168217.03,0,Invoice INV-00156 – CUST-012,INV-00156,CUST-012,tbrown,
GL-000310,2026-02-23,2026-02,4000,Revenue – Product Sales,Invoice,0,168217.03,Revenue recognition INV-00156,INV-00156,CUST-012,arogers,
GL-000311,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,106337.61,0,Invoice INV-00157 – CUST-012,INV-00157,CUST-012,kchan,
GL-000312,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,106337.61,Revenue recognition INV-00157,INV-00157,CUST-012,tbrown,
GL-000313,2026-02-26,2026-02,1200,Accounts Receivable,Invoice,703000.36,0,Invoice INV-00158 – CUST-012,INV-00158,CUST-012,arogers,
GL-000314,2026-02-26,2026-02,4000,Revenue – Product Sales,Invoice,0,703000.36,Revenue recognition INV-00158,INV-00158,CUST-012,mlopez,
GL-000315,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,366608.85,0,Invoice INV-00159 – CUST-012,INV-00159,CUST-012,tbrown,
GL-000316,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,366608.85,Revenue recognition INV-00159,INV-00159,CUST-012,jsmith,
GL-000317,2026-02-09,2026-02,1200,Accounts Receivable,Invoice,18275.17,0,Invoice INV-00160 – CUST-012,INV-00160,CUST-012,kchan,
GL-000318,2026-02-09,2026-02,4000,Revenue – Product Sales,Invoice,0,18275.17,Revenue recognition INV-00160,INV-00160,CUST-012,arogers,
GL-000319,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,1215326.54,0,Invoice INV-00161 – CUST-013,INV-00161,CUST-013,arogers,
GL-000320,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,1215326.54,Revenue recognition INV-00161,INV-00161,CUST-013,jsmith,
GL-000321,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,20575.62,0,Invoice INV-00162 – CUST-013,INV-00162,CUST-013,arogers,
GL-000322,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,20575.62,Revenue recognition INV-00162,INV-00162,CUST-013,arogers,
GL-000323,2026-02-13,2026-02,1200,Accounts Receivable,Invoice,9023.14,0,Invoice INV-00163 – CUST-013,INV-00163,CUST-013,jsmith,
GL-000324,2026-02-13,2026-02,4000,Revenue – Product Sales,Invoice,0,9023.14,Revenue recognition INV-00163,INV-00163,CUST-013,jsmith,
GL-000325,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,165796.18,0,Invoice INV-00164 – CUST-014,INV-00164,CUST-014,mlopez,
GL-000326,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,165796.18,Revenue recognition INV-00164,INV-00164,CUST-014,mlopez,
GL-000327,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,21425.43,0,Invoice INV-00165 – CUST-015,INV-00165,CUST-015,jsmith,
GL-000328,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,21425.43,Revenue recognition INV-00165,INV-00165,CUST-015,tbrown,
GL-000329,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,75727.17,0,Invoice INV-00166 – CUST-015,INV-00166,CUST-015,tbrown,
GL-000330,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,75727.17,Revenue recognition INV-00166,INV-00166,CUST-015,tbrown,
GL-000331,2026-02-21,2026-02,1200,Accounts Receivable,Invoice,34354.52,0,Invoice INV-00167 – CUST-015,INV-00167,CUST-015,kchan,
GL-000332,2026-02-21,2026-02,4000,Revenue – Product Sales,Invoice,0,34354.52,Revenue recognition INV-00167,INV-00167,CUST-015,mlopez,
GL-000333,2026-02-03,2026-02,1200,Accounts Receivable,Invoice,92062.65,0,Invoice INV-00168 – CUST-016,INV-00168,CUST-016,tbrown,
GL-000334,2026-02-03,2026-02,4000,Revenue – Product Sales,Invoice,0,92062.65,Revenue recognition INV-00168,INV-00168,CUST-016,tbrown,
GL-000335,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,20835.94,0,Invoice INV-00169 – CUST-017,INV-00169,CUST-017,tbrown,
GL-000336,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,20835.94,Revenue recognition INV-00169,INV-00169,CUST-017,jsmith,
GL-000337,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,59375.99,0,Invoice INV-00170 – CUST-018,INV-00170,CUST-018,arogers,
GL-000338,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,59375.99,Revenue recognition INV-00170,INV-00170,CUST-018,kchan,
GL-000339,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,77606.45,0,Invoice INV-00171 – CUST-019,INV-00171,CUST-019,arogers,
GL-000340,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,77606.45,Revenue recognition INV-00171,INV-00171,CUST-019,mlopez,
GL-000341,2026-02-04,2026-02,1200,Accounts Receivable,Invoice,11593.38,0,Invoice INV-00172 – CUST-020,INV-00172,CUST-020,arogers,
GL-000342,2026-02-04,2026-02,4000,Revenue – Product Sales,Invoice,0,11593.38,Revenue recognition INV-00172,INV-00172,CUST-020,kchan,
GL-000343,2026-02-13,2026-02,1200,Accounts Receivable,Invoice,135948.08,0,Invoice INV-00173 – CUST-020,INV-00173,CUST-020,tbrown,
GL-000344,2026-02-13,2026-02,4000,Revenue – Product Sales,Invoice,0,135948.08,Revenue recognition INV-00173,INV-00173,CUST-020,tbrown,
GL-000345,2026-02-18,2026-02,1200,Accounts Receivable,Invoice,201790.57,0,Invoice INV-00174 – CUST-021,INV-00174,CUST-021,jsmith,
GL-000346,2026-02-18,2026-02,4000,Revenue – Product Sales,Invoice,0,201790.57,Revenue recognition INV-00174,INV-00174,CUST-021,jsmith,
GL-000347,2026-02-15,2026-02,1200,Accounts Receivable,Invoice,23294.72,0,Invoice INV-00175 – CUST-021,INV-00175,CUST-021,kchan,
GL-000348,2026-02-15,2026-02,4000,Revenue – Product Sales,Invoice,0,23294.72,Revenue recognition INV-00175,INV-00175,CUST-021,tbrown,
GL-000349,2026-02-04,2026-02,1200,Accounts Receivable,Invoice,201646.31,0,Invoice INV-00176 – CUST-022,INV-00176,CUST-022,arogers,
GL-000350,2026-02-04,2026-02,4000,Revenue – Product Sales,Invoice,0,201646.31,Revenue recognition INV-00176,INV-00176,CUST-022,arogers,
GL-000351,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,60804.66,0,Invoice INV-00177 – CUST-022,INV-00177,CUST-022,kchan,
GL-000352,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,60804.66,Revenue recognition INV-00177,INV-00177,CUST-022,jsmith,
GL-000353,2026-02-14,2026-02,1200,Accounts Receivable,Invoice,72086.84,0,Invoice INV-00178 – CUST-022,INV-00178,CUST-022,arogers,
GL-000354,2026-02-14,2026-02,4000,Revenue – Product Sales,Invoice,0,72086.84,Revenue recognition INV-00178,INV-00178,CUST-022,mlopez,
GL-000355,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,10898.15,0,Invoice INV-00179 – CUST-022,INV-00179,CUST-022,kchan,
GL-000356,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,10898.15,Revenue recognition INV-00179,INV-00179,CUST-022,mlopez,
GL-000357,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,412940.46,0,Invoice INV-00180 – CUST-023,INV-00180,CUST-023,mlopez,
GL-000358,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,412940.46,Revenue recognition INV-00180,INV-00180,CUST-023,jsmith,
GL-000359,2026-02-07,2026-02,1200,Accounts Receivable,Invoice,30385.86,0,Invoice INV-00181 – CUST-023,INV-00181,CUST-023,tbrown,
GL-000360,2026-02-07,2026-02,4000,Revenue – Product Sales,Invoice,0,30385.86,Revenue recognition INV-00181,INV-00181,CUST-023,kchan,
GL-000361,2026-02-01,2026-02,1200,Accounts Receivable,Invoice,484770.36,0,Invoice INV-00182 – CUST-024,INV-00182,CUST-024,tbrown,
GL-000362,2026-02-01,2026-02,4000,Revenue – Product Sales,Invoice,0,484770.36,Revenue recognition INV-00182,INV-00182,CUST-024,arogers,
GL-000363,2026-02-03,2026-02,1200,Accounts Receivable,Invoice,63718.04,0,Invoice INV-00183 – CUST-024,INV-00183,CUST-024,arogers,
GL-000364,2026-02-03,2026-02,4000,Revenue – Product Sales,Invoice,0,63718.04,Revenue recognition INV-00183,INV-00183,CUST-024,kchan,
GL-000365,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,139954.93,0,Invoice INV-00184 – CUST-025,INV-00184,CUST-025,jsmith,
GL-000366,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,139954.93,Revenue recognition INV-00184,INV-00184,CUST-025,arogers,
GL-000367,2026-02-18,2026-02,1200,Accounts Receivable,Invoice,54476.89,0,Invoice INV-00185 – CUST-025,INV-00185,CUST-025,arogers,
